Timestamp (24hr datetime),Timestamp (epochtime UTC),Tag1,Tag2,Tag3,Tag4,Tag5,Tag6,Tag7,Tag8,Tag9,Tag10
2025-09-01 23:00:46,1756747846,10.0863,20.0701,30.9966,38.6995,50.8377,62.4357,71.7499,79.2183,89.7716,99.7514
2025-09-01 23:01:46,1756747906,7.7375,17.7783,29.3449,38.9356,50.0256,62.1716,70.9832,80.6984,87.5636,101.5698
2025-09-01 23:02:46,1756747966,10.9361,18.3200,30.2474,39.5540,51.9654,59.8556,67.6483,81.6924,91.4721,100.6887
2025-09-01 23:03:46,1756748026,8.3116,22.4875,29.4382,42.3411,49.6598,57.6265,71.7898,77.7534,89.7906,101.6574
2025-09-01 23:04:46,1756748086,12.1719,21.7861,28.7309,41.2632,52.4317,62.2041,71.5941,80.6998,89.2277,102.0212
2025-09-01 23:05:46,1756748146,8.3507,17.7798,28.4147,38.2463,52.4867,60.3322,67.7748,80.3076,92.2235,100.8039
2025-09-01 23:06:46,1756748206,10.7719,20.5548,30.9123,42.2763,51.8708,57.7446,71.5851,82.3729,92.0159,102.1805
2025-09-01 23:07:46,1756748266,11.7628,19.7109,30.4464,40.9339,49.6671,59.9165,70.1564,79.9789,89.9031,101.2975
2025-09-01 23:08:46,1756748326,8.5122,20.4038,31.6573,37.6919,50.1684,57.9664,67.7385,77.5716,88.9449,98.9190
2025-09-01 23:09:46,1756748386,8.4913,18.3139,32.1399,37.9822,50.1495,60.8896,69.5141,80.4464,92.3488,99.3968
2025-09-01 23:10:46,1756748446,9.8083,21.5167,28.6550,40.1464,51.2410,61.5122,71.3523,81.4842,89.7799,97.5112
2025-09-01 23:11:46,1756748506,10.0651,19.1610,28.3680,38.6627,50.8205,60.7971,71.6051,77.5663,89.6700,98.1834
2025-09-01 23:12:46,1756748566,10.0666,22.2184,29.9507,37.7819,51.6691,62.0025,71.2941,80.2501,89.3119,100.8662
2025-09-01 23:13:46,1756748626,7.6204,21.3607,31.5155,39.7435,50.6604,59.4303,71.0762,77.6579,89.3867,100.8880
2025-09-01 23:14:46,1756748686,10.1764,21.9630,27.7070,41.0801,48.1868,59.6870,71.7186,77.6410,90.4209,97.8890
2025-09-01 23:15:46,1756748746,9.3358,19.3627,31.1411,41.9869,50.2371,58.1215,68.9380,82.1650,91.0218,102.0380
2025-09-01 23:16:46,1756748806,7.9845,19.3493,32.2345,41.2202,49.3051,62.0740,71.5857,82.3180,92.3720,98.9871
2025-09-01 23:17:46,1756748866,12.3603,17.6548,31.6002,39.1543,49.8453,62.0405,68.1841,82.1760,88.1796,100.9542
2025-09-01 23:18:46,1756748926,12.0135,22.4020,28.7131,38.6075,49.8845,58.1331,68.9888,81.3773,89.5155,101.3785
2025-09-01 23:19:46,1756748986,9.2961,17.6339,29.6633,41.9078,50.8183,61.9682,68.8398,78.8581,88.4853,100.4336
2025-09-01 23:20:46,1756749046,9.3361,21.1578,31.9319,40.7102,48.4518,61.9598,72.1223,80.0702,88.7937,101.4908
2025-09-01 23:21:46,1756749106,8.3470,20.4372,29.2573,41.9304,49.4243,61.9622,68.7182,79.7908,89.8086,102.2268
2025-09-01 23:22:46,1756749166,12.4437,21.1738,30.3484,41.2773,48.7504,62.0220,68.8650,77.5990,88.3286,101.3632
2025-09-01 23:23:46,1756749226,11.0945,19.9761,28.1059,38.5427,48.5108,59.3272,71.9560,80.9808,90.5005,99.7853
